AR1410B.PV,DR1103.PV,DR1105.PV,DR1106.PV,DR1107.PV,DR1108.PV,DR1110.PV,FI1113.PV,FI1424.PV,FI1902.PV,FIC_1121.PV,FIC_1122.MV,FIC_1122.PV,FIC_1127.MV,FIC_1127.PV,FI_1127.PV,FRC1102.MV,FRC1107.MV,FRC1113.MV,FRC1113.PV,FRC1424.PV,FRCA1110.MV,FRCA1112.MV,FRQ1623.PV,FRSA1101.PV,FT_1121.PV,FT_1122.PV,LRCA1101.MV,LRCA1101.PV,PDR1103.PV,PDR1106.PV,PDR1401.PV,PDRCA1109.PV,PDRSA1104.PV,PIC1101A.PV,PI_1132A.PV,PI_1132B.PV,PI_1134.PV,PI_1138A.PV,PI_1180.PV,PI_1182.PV,PR1102A.PV,PRA1102.PV,TI1105A.PV,TI1132.PV,TI1133.PV,TIA2872.PV,TIA2873.PV,TIA2874.PV,TIA2875.PV,TIA2876.PV,TIA2877.PV,TIC_1101.MV,TIC_1101.PV,TIC_1101.SV,TIC_1155.MV,TI_1142.PV,TI_1145.PV,TRC1118A.MV
86.025,57.6,4.6672,57.525,286.3575,357.1669,569.8,2.5984,4.5275,176.364,342.72,72.2843,709.2,19.4853,599.58,599.58,9.9908,66.2193,76.8001,2.5984,4.5275,11.1195,15.7214,9.1041,176.372,342.72,709.2,76.7064,33.495,9.706,5.153,12.385,40.2,21.1555,15.9321,0.1927,0.1314,0.1331,0.1305,0.2137,0.133,0.2021,0.1262,551.24,274.6,356.95,84.5175,85.1775,85.32,82.3425,83.475,81.87,51.5845,531.15,570.0,20.7146,516.38,487.79,13.0745
86.175,57.525,4.0375,57.6,286.4025,357.4424,570.25,2.5986,4.525,176.3775,342.72,72.2861,709.12,19.4878,599.52,599.52,9.9925,66.22,76.8013,2.5986,4.525,11.1199,15.7219,9.1047,176.386,342.72,709.12,76.8189,33.5,9.711,5.156,12.386,40.152,21.1225,15.9241,0.1928,0.1314,0.1332,0.1305,0.2138,0.1331,0.2022,0.1263,551.4,274.55,356.95,84.57,85.2,85.365,82.3875,83.5125,81.84,51.7226,531.3,570.0,20.7165,516.44,487.88,13.0712
86.125,57.525,4.1672,57.6,286.38,357.1669,569.65,2.5986,4.525,176.4045,342.69,72.2875,709.12,19.4898,599.52,599.52,9.9936,66.2212,76.8031,2.5986,4.525,11.1202,15.7224,9.1047,176.4,342.69,709.12,76.9827,33.51,9.716,5.16,12.387,40.134,21.106,15.9079,0.1929,0.1315,0.1332,0.1306,0.2138,0.1332,0.2022,0.1263,551.56,274.55,356.95,84.5325,85.2075,85.3275,82.335,83.4975,81.855,51.8565,531.48,570.0,20.7184,516.53,487.94,13.0785
86.15,57.525,4.0359,57.5625,285.9525,357.3391,569.95,2.599,4.5225,176.418,342.69,72.2889,709.12,19.4903,599.64,599.64,9.9941,66.2223,76.8033,2.599,4.5225,11.1205,15.7199,9.1047,176.414,342.69,709.12,77.0971,33.515,9.72,5.167,12.389,40.128,21.1005,15.9007,0.1931,0.1315,0.1332,0.1306,0.2138,0.1332,0.2023,0.1264,551.72,274.55,356.9,84.5475,85.2075,85.3575,82.3275,83.535,81.8325,51.9896,531.66,570.0,20.7203,516.59,488.0,13.0759
86.575,57.525,4.2109,57.5625,285.8175,357.2357,569.85,2.599,4.5225,176.4585,342.69,72.2896,709.2,19.4918,599.64,599.64,9.995,66.2235,76.8046,2.599,4.5225,11.1209,15.7194,9.1052,176.456,342.69,709.2,77.2121,33.52,9.723,5.176,12.39,40.152,21.106,15.8854,0.1933,0.1316,0.1333,0.1306,0.2138,0.1332,0.2023,0.1264,551.92,274.5,356.9,84.57,85.215,85.3125,82.275,83.5725,81.8625,52.1182,531.87,570.0,20.7221,516.68,488.09,13.0732
86.7,57.6,4.3937,57.5625,285.75,357.2357,570.0,2.599,4.5225,176.4585,342.69,72.2909,709.2,19.4933,599.64,599.64,9.9959,66.2247,76.8058,2.599,4.5225,11.1174,15.7189,9.1052,176.456,342.69,709.2,77.3277,33.525,9.725,5.188,12.39,40.194,21.128,15.8791,0.1934,0.1316,0.1333,0.1307,0.2138,0.1333,0.2023,0.1264,552.16,274.5,356.85,84.5625,85.215,85.29,82.2975,83.58,81.9225,52.2422,532.11,570.0,20.724,516.74,488.15,13.0705
86.325,57.525,4.8063,57.6,286.4925,356.6847,570.0,2.599,4.5225,176.4855,342.69,72.2921,709.2,19.4926,599.82,599.82,9.9968,66.2258,76.8071,2.599,4.5225,11.1165,15.7214,9.1052,176.484,342.69,709.2,77.4439,33.53,9.727,5.202,12.393,40.26,21.1555,15.8646,0.1936,0.1316,0.1333,0.1306,0.2138,0.1333,0.2022,0.1264,552.4,274.5,356.85,84.6,85.1625,85.32,82.3425,83.5275,81.93,52.3652,532.35,570.0,20.7259,516.83,488.21,13.0679
86.7,57.5625,4.7141,57.6,286.11,357.1669,569.55,2.599,4.5225,176.4855,342.69,72.2934,709.2,19.4933,599.82,599.82,9.9977,66.227,76.8083,2.599,4.5225,11.1156,15.7219,9.1052,176.484,342.69,709.2,77.5608,33.535,9.728,5.218,12.393,40.338,21.205,15.8591,0.1939,0.1316,0.1333,0.1306,0.2138,0.1332,0.2022,0.1264,552.64,274.5,356.85,84.5625,85.1925,85.3125,82.3425,83.505,81.99,52.4835,532.62,570.0,20.7278,516.89,488.3,13.0652
86.15,57.5625,4.7484,57.525,286.4025,356.8225,569.3,2.5996,4.525,176.5125,342.69,72.2934,709.36,19.4941,599.82,599.82,9.9979,66.2282,76.8074,2.5996,4.525,11.1184,15.7224,9.1063,176.512,342.69,709.36,77.6783,33.54,9.728,5.237,12.394,40.428,21.2655,15.8454,0.1941,0.1316,0.1332,0.1306,0.2138,0.1332,0.2021,0.1263,552.92,274.5,356.85,84.57,85.155,85.305,82.305,83.49,82.0125,52.6007,532.89,570.0,20.7297,516.98,488.36,13.0625
86.3,57.6,4.8312,57.525,286.38,357.2702,569.05,2.5996,4.525,176.5125,342.69,72.2938,709.44,19.4941,599.88,599.88,9.9986,66.2286,76.8079,2.5996,4.525,11.1187,15.7199,9.1069,176.512,342.69,709.44,77.7964,33.545,9.727,5.258,12.395,40.53,21.337,15.8321,0.1944,0.1316,0.1332,0.1306,0.2137,0.1332,0.2021,0.1263,553.2,274.45,356.8,84.5325,85.1625,85.29,82.29,83.535,81.96,52.7131,533.19,570.0,20.7316,517.07,488.45,13.0599
86.45,57.6,3.9344,57.6,286.065,356.9947,570.0,2.5998,4.525,176.526,342.69,72.2946,709.44,19.4946,599.88,599.88,9.9992,66.2295,76.8076,2.5998,4.525,11.1183,15.7194,9.1069,176.526,342.69,709.44,77.9152,33.55,9.725,5.281,12.397,40.638,21.4085,15.8277,0.1946,0.1316,0.1332,0.1305,0.2136,0.1331,0.202,0.1263,553.52,274.45,356.8,84.5175,85.155,85.2825,82.26,83.535,81.9975,52.8205,533.52,570.0,20.7335,517.16,488.51,13.0572
86.475,57.5625,4.6828,57.6,286.47,356.7536,569.25,2.5998,4.5275,176.526,342.72,72.2955,709.44,19.4943,599.94,599.94,9.9999,66.2297,76.8079,2.5998,4.5275,11.1184,15.7189,9.1074,176.526,342.72,709.44,78.0852,33.56,9.724,5.306,12.398,40.752,21.491,15.8152,0.1949,0.1315,0.1331,0.1305,0.2135,0.1331,0.2019,0.1262,553.84,274.45,356.8,84.5775,85.2,85.3275,82.2675,83.5725,81.9975,52.9265,533.85,570.0,20.7354,517.22,488.6,13.0545
86.625,57.525,4.2828,57.525,285.7725,356.5814,569.8,2.5998,4.53,176.5395,342.72,72.2958,709.52,19.4946,599.94,599.94,9.9998,66.2303,76.8081,2.5998,4.53,11.1185,15.7214,9.1074,176.54,342.72,709.52,78.2058,33.565,9.721,5.331,12.398,40.866,21.579,15.8029,0.1952,0.1315,0.1331,0.1304,0.2134,0.133,0.2018,0.1262,554.2,274.45,356.8,84.5625,85.155,85.3125,82.2525,83.5125,81.9975,53.0313,534.18,570.0,20.7373,517.31,488.69,13.0625
86.725,57.6,4.1047,57.6,286.155,356.9602,569.2,2.6,4.53,176.5395,342.72,72.2965,709.52,19.4941,600.0,600.0,10.0002,66.231,76.8076,2.6,4.53,11.1186,15.7219,9.1074,176.54,342.72,709.52,78.327,33.57,9.718,5.358,12.4,40.98,21.6725,15.7996,0.1955,0.1315,0.133,0.1304,0.2134,0.133,0.2017,0.1261,554.56,274.45,356.75,84.5925,85.155,85.275,82.29,83.46,82.0275,53.1309,534.54,570.0,20.7392,517.4,488.75,13.0605
86.425,57.6,4.6719,57.525,286.38,357.2702,569.25,2.6,4.5325,176.553,342.75,72.296,709.68,19.4941,600.0,600.0,10.0006,66.2317,76.8076,2.6,4.5325,11.1186,15.7224,9.108,176.54,342.75,709.68,78.4489,33.575,9.715,5.386,12.401,41.094,21.7605,15.7882,0.1958,0.1315,0.133,0.1303,0.2133,0.133,0.2017,0.126,554.92,274.4,356.75,84.54,85.1475,85.2975,82.29,83.505,82.0125,53.2291,534.9,570.0,20.7411,517.49,488.84,13.0585
86.175,57.525,4.6719,57.5625,285.75,356.4092,569.35,2.6002,4.535,176.526,342.75,72.2965,709.68,19.4933,600.06,600.06,10.0011,66.2316,76.8069,2.6002,4.535,11.1187,15.7199,9.1091,176.526,342.75,709.68,78.622,33.585,9.712,5.414,12.401,41.196,21.8595,15.7771,0.1961,0.1314,0.1329,0.1303,0.2132,0.1329,0.2016,0.126,555.28,274.4,356.75,84.5325,85.1925,85.2675,82.245,83.5425,81.99,53.3258,535.26,570.0,20.743,517.58,488.93,13.0565
86.825,57.6,4.0656,57.5625,285.8625,356.4437,569.3,2.6002,4.535,176.5125,342.75,72.2964,709.76,19.4931,600.06,600.06,10.0007,66.232,76.8066,2.6002,4.535,11.1188,15.7194,9.1091,176.512,342.75,709.76,78.7458,33.59,9.708,5.442,12.403,41.286,21.9475,15.7663,0.1964,0.1314,0.1329,0.1302,0.2131,0.1328,0.2015,0.1259,555.68,274.4,356.7,84.5025,85.185,85.2825,82.29,83.58,81.99,53.4173,535.65,570.0,20.7448,517.67,489.02,13.0545
86.25,57.525,4.1172,57.6,285.5025,357.098,569.35,2.6004,4.5375,176.499,342.78,72.2968,709.76,19.4921,600.12,600.12,10.0009,66.2324,76.8056,2.6004,4.5375,11.1189,15.7189,9.1091,176.498,342.78,709.76,78.9208,33.6,9.705,5.471,12.403,41.364,22.0355,15.7557,0.1968,0.1314,0.1328,0.1302,0.213,0.1328,0.2015,0.1259,556.08,274.4,356.7,84.555,85.1475,85.2375,82.2525,83.55,81.945,53.511,536.01,570.0,20.7467,517.76,489.11,13.0525
86.025,57.525,4.6672,57.6,285.435,356.8225,568.8,2.6004,4.5375,176.499,342.78,72.2971,709.76,19.4916,600.12,600.12,10.0011,66.2328,76.8051,2.6004,4.5375,11.119,15.7207,9.1096,176.498,342.78,709.76,79.0464,33.605,9.701,5.499,12.404,41.436,22.118,15.7455,0.1971,0.1314,0.1328,0.1301,0.213,0.1327,0.2014,0.1259,556.44,274.4,356.7,84.525,85.1175,85.23,82.275,83.52,81.915,53.5995,536.4,570.0,20.7486,517.88,489.2,13.0505
86.55,57.6375,4.775,57.5625,286.02,356.3748,569.0,2.6006,4.54,176.4855,342.78,72.2969,709.84,19.4911,600.12,600.12,10.0012,66.2333,76.8038,2.6006,4.54,11.119,15.7209,9.1096,176.484,342.78,709.84,79.2233,33.615,9.698,5.527,12.405,41.496,22.2005,15.7441,0.1974,0.1314,0.1327,0.1301,0.213,0.1327,0.2014,0.1258,556.84,274.4,356.7,84.495,85.0725,85.2825,82.2825,83.5425,81.96,53.6902,536.76,570.0,20.7505,517.97,489.29,13.0485
86.675,57.5625,4.8016,57.5625,285.66,356.8225,569.15,2.6006,4.54,176.472,342.78,72.2971,709.84,19.4906,600.12,600.12,10.0014,66.2337,76.8031,2.6006,4.54,11.1191,15.7212,9.1096,176.47,342.78,709.84,79.3508,33.62,9.695,5.554,12.405,41.532,22.272,15.7346,0.1977,0.1314,0.1327,0.1301,0.213,0.1327,0.2014,0.1258,557.2,274.4,356.7,84.555,85.1025,85.32,82.29,83.58,81.9975,53.7794,537.12,570.0,20.7372,518.06,489.38,13.0465
86.525,57.5625,4.2844,57.5625,285.84,356.9947,569.05,2.6006,4.54,176.445,342.81,72.2974,709.84,19.4901,600.12,600.12,10.0016,66.2341,76.8024,2.6006,4.54,11.1192,15.7192,9.1096,176.442,342.81,709.84,79.5295,33.63,9.692,5.581,12.406,41.562,22.3325,15.7254,0.198,0.1314,0.1327,0.1301,0.213,0.1326,0.2014,0.1258,557.6,274.4,356.7,84.5175,85.065,85.3125,82.2825,83.6025,81.96,53.8671,537.48,570.0,20.7386,518.18,489.47,13.0552
86.975,57.6,4.7719,57.6,286.0425,356.1337,568.75,2.6002,4.54,176.4315,342.81,72.2976,709.84,19.4896,600.12,600.12,10.0017,66.2345,76.8031,2.6002,4.54,11.1193,15.7187,9.1091,176.428,342.81,709.84,79.6589,33.635,9.69,5.608,12.407,41.574,22.3875,15.7166,0.1983,0.1314,0.1327,0.1301,0.213,0.1326,0.2014,0.1257,557.96,274.4,356.7,84.5625,85.1025,85.305,82.305,83.565,81.9525,53.9572,537.81,570.0,20.74,518.27,489.56,13.0539
86.85,57.525,4.4234,57.6,285.2775,356.7192,569.0,2.6002,4.54,176.4045,342.81,72.2979,709.84,19.4891,600.12,600.12,10.0019,66.2349,76.8028,2.6002,4.54,11.1193,15.7182,9.1091,176.4,342.81,709.84,79.8396,33.645,9.688,5.633,12.408,41.568,22.4315,15.708,0.1987,0.1314,0.1327,0.1301,0.213,0.1326,0.2014,0.1257,558.32,274.35,356.7,84.6,85.0725,85.305,82.3125,83.535,81.9375,54.0459,538.14,570.0,20.7414,518.39,489.65,13.0525
86.2,57.5625,4.1547,57.525,285.3,356.3748,568.7,2.6002,4.54,176.3775,342.81,72.2981,709.84,19.4886,600.12,600.12,10.0021,66.2354,76.8026,2.6002,4.54,11.1194,15.7199,9.1091,176.386,342.81,709.84,79.9708,33.65,9.686,5.658,12.409,41.55,22.4645,15.6996,0.199,0.1314,0.1327,0.1301,0.213,0.1326,0.2015,0.1257,558.68,274.35,356.65,84.555,85.0575,85.3425,82.3275,83.5575,81.96,54.1333,538.47,570.0,20.7428,518.48,489.77,13.0512
86.225,57.6375,4.6719,57.5625,285.75,356.3403,569.05,2.6002,4.54,176.364,342.81,72.2984,709.84,19.4903,599.94,599.94,10.0022,66.2358,76.8023,2.6002,4.54,11.1195,15.7202,9.1091,176.358,342.81,709.84,80.1533,33.66,9.685,5.682,12.41,41.52,22.492,15.6916,0.1993,0.1315,0.1327,0.1301,0.213,0.1326,0.2015,0.1257,559.0,274.35,356.65,84.5625,85.0425,85.32,82.335,83.5575,81.975,54.2231,538.77,570.0,20.7442,518.6,489.86,13.0499
86.3,57.525,4.5719,57.6,286.065,356.0993,569.3,2.6,4.54,176.337,342.78,72.2986,709.84,19.4913,599.88,599.88,10.0024,66.2362,76.8028,2.6,4.54,11.1196,15.7204,9.1086,176.33,342.78,709.84,80.2864,33.665,9.684,5.705,12.41,41.478,22.5085,15.6838,0.1996,0.1315,0.1327,0.1301,0.2131,0.1327,0.2016,0.1258,559.32,274.35,356.65,84.6,85.05,85.2975,82.3725,83.5575,81.96,54.3117,539.07,570.0,20.7456,518.72,489.98,13.0485
86.75,57.6,4.4891,57.6,285.6825,356.0993,569.1,2.6,4.54,176.283,342.78,72.2989,709.84,19.4918,599.88,599.88,10.0026,66.2359,76.8028,2.6,4.54,11.1197,15.7207,9.1091,176.288,342.78,709.84,80.4708,33.675,9.684,5.726,12.41,41.418,22.5195,15.6763,0.1999,0.1315,0.1327,0.1301,0.2132,0.1327,0.2016,0.1258,559.64,274.35,356.65,84.555,85.08,85.275,82.38,83.5875,82.005,54.3991,539.37,570.0,20.747,518.81,490.07,13.0472
86.225,57.6,4.6266,57.525,285.4575,356.547,569.2,2.6,4.5375,176.256,342.78,72.2998,709.76,19.4908,600.0,600.0,10.0035,66.236,76.8028,2.6,4.5375,11.1197,15.7179,9.1091,176.26,342.78,709.76,80.6058,33.68,9.684,5.747,12.412,41.358,22.5195,15.6691,0.2001,0.1316,0.1328,0.1301,0.2133,0.1327,0.2017,0.1258,559.92,274.35,356.7,84.5175,85.0875,85.3125,82.395,83.5425,82.0275,54.4891,539.64,570.0,20.7484,518.93,490.19,13.0459
86.95,57.6,4.5187,57.6,285.5925,356.9258,568.45,2.5998,4.5375,176.2155,342.78,72.3001,709.76,19.4916,599.94,599.94,10.0039,66.2362,76.8036,2.5998,4.5375,11.1198,15.7172,9.1091,176.218,342.78,709.76,80.792,33.69,9.685,5.764,12.412,41.286,22.514,15.6621,0.2002,0.1316,0.1328,0.1302,0.2134,0.1328,0.2018,0.1259,560.2,274.35,356.65,84.5475,85.0725,85.26,82.35,83.58,82.0125,54.5817,539.88,570.0,20.7498,519.05,490.28,13.0552
86.425,57.5625,4.6109,57.525,285.3,356.3059,569.25,2.5998,4.535,176.1885,342.75,72.3005,709.76,19.4918,599.94,599.94,10.0043,66.2364,76.8038,2.5998,4.535,11.1199,15.7164,9.1086,176.19,342.75,709.76,80.9289,33.695,9.686,5.768,12.413,41.214,22.503,15.6554,0.2003,0.1317,0.1329,0.1302,0.2134,0.1328,0.2019,0.1259,560.48,274.35,356.65,84.5175,85.035,85.2825,82.3875,83.5275,82.0575,54.6733,540.12,570.0,20.7512,519.17,490.4,13.0545
86.475,57.525,4.4359,57.6,285.6375,356.237,569.15,2.5998,4.535,176.1615,342.75,72.3009,709.76,19.4928,599.88,599.88,10.0047,66.2365,76.8041,2.5998,4.535,11.12,15.7187,9.1086,176.162,342.75,709.76,81.117,33.705,9.688,5.773,12.414,41.142,22.492,15.6491,0.2004,0.1317,0.1329,0.1303,0.2135,0.1329,0.202,0.126,560.72,274.35,356.65,84.57,85.0575,85.335,82.395,83.535,82.02,54.764,540.36,570.0,20.7526,519.26,490.49,13.0539
86.875,57.6375,4.4406,57.6,286.0875,355.9959,568.3,2.5996,4.5325,176.1075,342.75,72.3006,709.84,19.4933,599.88,599.88,10.0051,66.2367,76.8051,2.5996,4.5325,11.12,15.7189,9.1086,176.106,342.75,709.84,81.2558,33.71,9.689,5.777,12.415,41.064,22.47,15.643,0.2005,0.1318,0.133,0.1303,0.2137,0.133,0.2021,0.126,560.96,274.35,356.65,84.5625,85.08,85.2825,82.35,83.505,82.065,54.8537,540.6,570.0,20.754,519.38,490.61,13.0532
86.875,57.5625,4.2156,57.6,285.3675,355.8926,568.55,2.5996,4.5325,176.0805,342.75,72.3009,709.84,19.4946,599.82,599.82,10.0056,66.2376,76.8056,2.5996,4.5325,11.1201,15.7192,9.1086,176.078,342.75,709.84,81.3952,33.715,9.691,5.781,12.416,40.992,22.448,15.6371,0.2006,0.1319,0.133,0.1304,0.2138,0.133,0.2022,0.1261,561.2,274.35,356.65,84.54,85.11,85.305,82.3425,83.5425,82.02,54.9462,540.81,570.0,20.7554,519.5,490.73,13.0525
86.9,57.6,4.1844,57.5625,285.39,356.0304,568.4,2.5994,4.53,176.04,342.72,72.3018,709.76,19.4961,599.76,599.76,10.006,66.238,76.8069,2.5994,4.53,11.1202,15.7194,9.108,176.036,342.72,709.76,81.5352,33.72,9.693,5.785,12.416,40.92,22.426,15.6316,0.2007,0.1319,0.1331,0.1304,0.2138,0.133,0.2023,0.1261,561.44,274.4,356.7,84.5475,85.1325,85.3275,82.365,83.55,82.035,55.0378,541.02,570.0,20.7568,519.62,490.82,13.0519
86.95,57.6,4.2875,57.6,285.615,356.0648,568.15,2.5998,4.53,176.013,342.72,72.3021,709.76,19.4971,599.76,599.76,10.0064,66.2385,76.8061,2.5998,4.53,11.1165,15.7197,9.1086,176.008,342.72,709.76,81.6758,33.725,9.695,5.789,12.418,40.86,22.404,15.6177,0.2008,0.132,0.1331,0.1305,0.2139,0.133,0.2024,0.1262,561.64,274.4,356.7,84.525,85.0875,85.3275,82.3275,83.5125,82.08,55.1286,541.23,570.0,20.7582,519.74,490.94,13.0512
86.625,57.6,4.4297,57.6,285.795,356.3748,569.0,2.5998,4.5275,175.959,342.72,72.3025,709.76,19.4988,599.7,599.7,10.0068,66.2389,76.8064,2.5998,4.5275,11.1154,15.7199,9.108,175.966,342.72,709.76,81.817,33.73,9.697,5.792,12.419,40.806,22.3765,15.6124,0.2009,0.132,0.1331,0.1305,0.214,0.1331,0.2025,0.1262,561.88,274.4,356.7,84.5475,85.0425,85.3125,82.3125,83.4825,82.095,55.2223,541.41,570.0,20.7596,519.86,491.06,13.0612
86.075,57.5625,4.1719,57.5625,285.165,356.3403,568.15,2.5996,4.5275,175.9455,342.69,72.3029,709.76,19.4986,599.82,599.82,10.0072,66.2393,76.8074,2.5996,4.5275,11.1142,15.7202,9.108,175.938,342.69,709.76,81.9589,33.735,9.699,5.795,12.42,40.758,22.36,15.6074,0.201,0.132,0.1332,0.1305,0.2141,0.1331,0.2025,0.1263,562.08,274.4,356.7,84.5175,85.065,85.3575,82.3575,83.4675,82.05,55.3115,541.62,570.0,20.761,519.98,491.15,13.0612
86.125,57.525,4.2797,57.5625,285.615,356.6847,568.45,2.5996,4.525,175.8915,342.69,72.3039,709.68,19.4993,599.82,599.82,10.0076,66.2397,76.8079,2.5996,4.525,11.1168,15.7204,9.108,175.896,342.69,709.68,82.1014,33.74,9.701,5.798,12.419,40.728,22.349,15.6027,0.201,0.1321,0.1332,0.1306,0.2141,0.1332,0.2026,0.1263,562.28,274.4,356.7,84.495,85.08,85.38,82.35,83.505,82.0425,55.3999,541.83,570.0,20.7624,520.1,491.27,13.0612
86.675,57.5625,4.3047,57.6375,285.4125,356.0304,568.75,2.5996,4.525,175.8645,342.69,72.3044,709.68,19.5001,599.82,599.82,10.0081,66.2401,76.8084,2.5996,4.525,11.1168,15.7207,9.108,175.868,342.69,709.68,82.2445,33.745,9.702,5.8,12.421,40.704,22.3435,15.5982,0.2011,0.1321,0.1333,0.1306,0.2142,0.1332,0.2026,0.1263,562.48,274.4,356.7,84.525,85.05,85.335,82.305,83.505,82.005,55.4911,542.01,570.0,20.7638,520.22,491.39,13.0612
86.6,57.6,4.2547,57.6,285.975,356.0304,568.55,2.5996,4.5225,175.824,342.69,72.3049,709.68,19.5008,599.82,599.82,10.0085,66.2406,76.8089,2.5996,4.5225,11.1207,15.7179,9.1074,175.826,342.69,709.68,82.3883,33.75,9.704,5.802,12.422,40.686,22.338,15.5941,0.2012,0.1321,0.1333,0.1306,0.2142,0.1333,0.2027,0.1263,562.68,274.4,356.7,84.5475,85.1025,85.2975,82.335,83.475,82.02,55.5779,542.22,570.0,20.7652,520.34,491.51,13.0612
86.75,57.525,4.6031,57.6,285.84,356.0648,568.65,2.5994,4.5225,175.8105,342.69,72.3054,709.68,19.5023,599.76,599.76,10.0089,66.241,76.8101,2.5994,4.5225,11.1183,15.7172,9.1074,175.798,342.69,709.68,82.5326,33.755,9.705,5.804,12.423,40.68,22.3325,15.5902,0.2012,0.1322,0.1333,0.1307,0.2142,0.1333,0.2027,0.1264,562.88,274.4,356.75,84.57,85.11,85.305,82.3275,83.46,82.0425,55.6676,542.4,570.0,20.7514,520.46,491.6,13.0612
86.25,57.5625,4.4437,57.525,285.4575,356.3403,568.5,2.5994,4.5225,175.7565,342.66,72.3059,709.68,19.5011,599.94,599.94,10.0093,66.2414,76.8109,2.5994,4.5225,11.1183,15.7164,9.108,175.756,342.66,709.68,82.627,33.755,9.706,5.805,12.424,40.686,22.338,15.5866,0.2012,0.1322,0.1333,0.1307,0.2142,0.1333,0.2027,0.1264,563.12,274.45,356.75,84.5325,85.11,85.305,82.3575,83.4975,82.08,55.7528,542.61,570.0,20.7523,520.58,491.72,13.0612
86.0,57.6,4.2953,57.5625,285.8175,356.3748,568.65,2.5994,4.5225,175.716,342.66,72.3064,709.68,19.5013,599.94,599.94,10.0097,66.2418,76.8116,2.5994,4.5225,11.1147,15.7187,9.108,175.714,342.66,709.68,82.772,33.76,9.706,5.806,12.425,40.698,22.349,15.5832,0.2013,0.1322,0.1333,0.1307,0.2142,0.1333,0.2027,0.1264,563.32,274.45,356.75,84.585,85.1025,85.2975,82.35,83.445,82.095,55.8372,542.82,570.0,20.7532,520.7,491.84,13.0719
86.975,57.5625,4.1047,57.5625,285.2325,356.3748,568.6,2.6,4.5225,175.6755,342.66,72.3063,709.76,19.5016,599.94,599.94,10.0101,66.2422,76.8101,2.6,4.5225,11.1172,15.7189,9.1086,175.672,342.66,709.76,82.9177,33.765,9.706,5.807,12.427,40.722,22.3545,15.5716,0.2013,0.1322,0.1333,0.1307,0.2142,0.1333,0.2027,0.1264,563.52,274.45,356.75,84.5625,85.125,85.2525,82.3125,83.445,82.035,55.9207,543.03,570.0,20.7541,520.82,491.96,13.0725
86.175,57.5625,4.6312,57.6,285.4125,355.9271,568.7,2.6,4.5225,175.662,342.66,72.306,709.84,19.5018,599.94,599.94,10.0106,66.2427,76.8101,2.6,4.5225,11.1173,15.7192,9.1086,175.658,342.66,709.84,83.0133,33.765,9.706,5.807,12.428,40.758,22.3765,15.5685,0.2013,0.1322,0.1333,0.1307,0.2142,0.1333,0.2027,0.1264,563.76,274.45,356.75,84.555,85.0875,85.2375,82.335,83.4375,82.02,55.9996,543.27,570.0,20.755,520.94,492.08,13.0732
86.075,57.525,4.1656,57.5625,285.1425,355.7204,568.25,2.6,4.5225,175.6215,342.66,72.3063,709.84,19.5021,599.94,599.94,10.011,66.2431,76.8101,2.6,4.5225,11.1204,15.7194,9.1086,175.616,342.66,709.84,83.1596,33.77,9.706,5.808,12.429,40.806,22.404,15.5657,0.2013,0.1322,0.1333,0.1307,0.2142,0.1333,0.2027,0.1264,564.0,274.45,356.8,84.6,85.0575,85.23,82.35,83.415,82.035,56.0813,543.48,570.0,20.7559,521.06,492.17,13.0739
86.4,57.6,4.4094,57.5625,284.9175,356.0304,568.2,2.6,4.5225,175.581,342.69,72.3065,709.84,19.5023,599.94,599.94,10.0106,66.2427,76.8101,2.6,4.5225,11.1185,15.7197,9.1091,175.574,342.69,709.84,83.2558,33.77,9.705,5.808,12.429,40.86,22.437,15.5546,0.2012,0.1322,0.1333,0.1307,0.2141,0.1333,0.2026,0.1264,564.24,274.5,356.8,84.615,85.065,85.2825,82.305,83.3775,82.0125,56.1584,543.72,570.0,20.7568,521.21,492.29,13.0745
86.825,57.5625,4.3422,57.525,284.9175,356.3059,568.3,2.6,4.525,175.5405,342.69,72.3068,709.84,19.5018,600.0,600.0,10.0108,66.2429,76.8101,2.6,4.525,11.1186,15.7199,9.1091,175.546,342.69,709.84,83.3521,33.77,9.704,5.808,12.43,40.926,22.481,15.5521,0.2012,0.1321,0.1333,0.1306,0.2141,0.1333,0.2026,0.1263,564.48,274.5,356.8,84.5925,85.08,85.2975,82.275,83.3775,81.99,56.2345,543.96,570.0,20.7577,521.33,492.41,13.0752
86.7,57.6,4.55,57.525,285.48,356.237,568.05,2.6,4.525,175.527,342.69,72.307,709.84,19.5018,600.0,600.0,10.011,66.2431,76.8101,2.6,4.525,11.1149,15.7202,9.1091,175.518,342.69,709.84,83.4989,33.775,9.702,5.808,12.432,40.992,22.5195,15.5499,0.2012,0.1321,0.1333,0.1306,0.214,0.1332,0.2025,0.1263,564.72,274.5,356.85,84.555,85.1325,85.245,82.2525,83.4225,81.99,56.3097,544.2,570.0,20.7586,521.45,492.53,13.0865
