TIA2877.PV,TI_1145.PV,TIA2874.PV,PIC1101A.PV,PRA1102.PV,AR1410B.PV,DR1103.PV,FRCA1112.MV,PDRCA1109.PV,TI1132.PV,TIC_1101.PV,TIC_1101.MV,FT_1122.PV,PDR1401.PV,FIC_1122.MV,FIC_1122.PV,FIC_1121.PV,TI_1142.PV,TIA2875.PV,TI1133.PV,PI_1132B.PV,FI_1127.PV,TIA2876.PV,PDRSA1104.PV,LRCA1101.MV,LRCA1101.PV,FRC1424.PV,PDR1103.PV,FRC1102.MV,FIC_1127.PV,FIC_1127.MV,DR1105.PV,FRC1113.PV,FRC1113.MV,FI1113.PV,PI_1138A.PV,DR1108.PV,FI1902.PV,FRCA1110.MV,TIA2872.PV,PI_1180.PV,TRC1118A.MV,FT_1121.PV,PR1102A.PV,FRSA1101.PV,TI1105A.PV,TIA2873.PV,DR1106.PV,FRQ1623.PV,PI_1134.PV,TIC_1155.MV,FI1424.PV,DR1110.PV,DR1107.PV,PI_1132A.PV,PI_1182.PV,PDR1106.PV,FRC1107.MV,TIC_1101.SV,PDI_1109.PV
81.9525,488.96,85.2375,14.9052,0.124,86.45,57.5625,15.7344,46.824,275.95,519.93,42.9421,710.24,12.303,72.2803,710.24,343.17,517.52,82.2225,358.75,0.1282,600.48,83.46,25.858,72.0796,32.98,4.59,9.58,9.9814,600.48,19.4446,4.6641,2.6012,76.7759,2.6012,0.1282,358.2,173.3535,11.1295,84.645,0.2083,13.3245,343.17,0.1972,173.362,539.52,85.035,57.5625,9.1129,0.1308,20.3413,4.59,571.95,286.83,0.1782,0.1307,4.158,66.22,520,46.824
81.975,488.96,85.2,14.9052,0.1239,86.15,57.6,15.7347,46.986,275.95,520.08,42.9235,710.24,12.303,72.2799,710.24,343.2,517.52,82.215,358.75,0.1281,600.54,83.4375,25.9845,72.1277,32.985,4.5925,9.572,9.9811,600.54,19.4419,4.2172,2.6008,76.7759,2.6008,0.1281,358.1656,173.7045,11.1296,84.675,0.2082,13.3252,343.2,0.197,173.712,539.72,85.005,57.5625,9.1129,0.1307,20.3412,4.5925,571.45,287.19,0.1784,0.1306,4.201,66.2197,520,46.986
81.975,488.96,85.17,14.9052,0.1238,86.2,57.6,15.7349,47.07,275.95,520.23,42.9044,710.32,12.303,72.2789,710.32,343.23,517.52,82.185,358.75,0.1281,600.42,83.4525,26.0945,72.1258,32.985,4.595,9.565,9.9808,600.42,19.4411,4.2172,2.601,76.7741,2.601,0.128,358.2689,173.907,11.1297,84.6375,0.2082,13.3258,343.23,0.1969,173.908,539.88,85.005,57.525,9.1129,0.1306,20.3411,4.595,571.25,287.0325,0.1786,0.1306,4.229,66.2193,520,47.07
82.005,488.96,85.1475,14.9052,0.1238,86.85,57.6,15.7352,47.088,275.95,520.35,42.8885,710.32,12.303,72.2784,710.32,343.23,517.52,82.1925,358.75,0.128,600.24,83.475,26.177,72.1745,32.99,4.5975,9.56,9.9804,600.24,19.4416,4.0563,2.601,76.7729,2.601,0.1279,358.5444,174.015,11.1297,84.675,0.2082,13.3265,343.23,0.1969,174.02,540.04,84.99,57.6,9.1124,0.1305,20.341,4.5975,571.4,286.605,0.1788,0.1305,4.25,66.219,520,47.088
82.05,488.96,85.2,14.9052,0.1237,86.425,57.5625,15.7354,47.04,275.95,520.47,42.872,710.24,12.303,72.2785,710.24,343.23,517.52,82.215,358.75,0.128,600.24,83.5125,26.232,72.1733,32.99,4.5975,9.556,9.9801,600.24,19.4406,4.4734,2.6012,76.7709,2.6012,0.1279,357.959,173.448,11.1298,84.6525,0.2082,13.3272,343.23,0.1969,173.446,540.16,85.02,57.5625,9.1124,0.1305,20.341,4.5975,571.3,287.4375,0.1789,0.1305,4.269,66.2186,520,47.04
82.02,488.96,85.215,14.8966,0.1238,86.425,57.6,15.7349,46.98,275.95,520.53,42.8626,710.24,12.302,72.2781,710.24,343.23,517.52,82.2375,358.75,0.128,600.24,83.535,26.2485,72.2227,32.995,4.5975,9.553,9.9798,600.24,19.4396,4.4734,2.6006,76.7716,2.6006,0.1279,358.2,174.0285,11.1299,84.6225,0.2082,13.3278,343.23,0.197,174.034,540.28,85.0725,57.5625,9.1118,0.1305,20.3409,4.5975,571.45,286.8525,0.179,0.1305,4.281,66.2183,520,46.98
81.99,488.96,85.2225,14.8963,0.1238,86.125,57.6,15.7327,46.854,275.95,520.59,42.853,710.16,12.302,72.2784,710.16,343.23,517.52,82.2675,358.8,0.128,600.18,83.5425,26.243,72.222,32.995,4.5975,9.551,9.9794,600.18,19.4394,4.0391,2.6006,76.7709,2.6006,0.1279,358.5789,173.6505,11.13,84.5925,0.2083,13.3285,343.23,0.1971,173.642,540.36,85.0575,57.6,9.1118,0.1305,20.3408,4.5975,571.35,286.8525,0.179,0.1305,4.285,66.218,520,46.854
81.9975,488.96,85.2675,14.8961,0.1238,86,57.6,15.7319,46.71,275.95,520.68,42.8393,710.16,12.302,72.2781,710.16,343.2,517.52,82.2975,358.8,0.1281,600.12,83.58,26.2155,72.272,33,4.595,9.551,9.9791,600.12,19.4394,4.0391,2.6004,76.7709,2.6004,0.128,358.3034,173.0295,11.1301,84.6075,0.2084,13.3292,343.2,0.1973,173.026,540.44,85.0425,57.525,9.1118,0.1306,20.3407,4.595,571.5,287.46,0.1789,0.1306,4.283,66.2176,520,46.71
81.975,488.96,85.29,14.8958,0.1239,86.175,57.5625,15.7342,46.59,275.95,520.71,42.8328,710.16,12.3,72.2779,710.16,343.2,517.52,82.335,358.8,0.1282,599.94,83.5275,26.1605,72.272,33,4.5925,9.552,9.9795,599.94,19.4411,4.7219,2.6004,76.7704,2.6004,0.1281,358.0967,173.5695,11.1301,84.6225,0.2086,13.3298,343.2,0.1974,173.558,540.52,85.065,57.6,9.1118,0.1306,20.3406,4.5925,571.8,286.5825,0.1788,0.1306,4.275,66.2181,520,46.59
81.975,488.96,85.26,14.9041,0.124,86.4,57.6,15.7344,46.422,275.95,520.71,42.8299,710.08,12.3,72.2783,710.08,343.2,517.55,82.3125,358.8,0.1282,599.88,83.55,26.1,72.3227,33.005,4.5925,9.554,9.9794,599.88,19.4421,4.7219,2.6002,76.7706,2.6002,0.1282,358.0279,173.529,11.1302,84.6075,0.2087,13.3305,343.2,0.1975,173.53,540.52,85.1025,57.5625,9.1113,0.1307,20.3406,4.5925,571.2,286.6725,0.1787,0.1307,4.261,66.218,520,46.422
82.02,488.96,85.2675,14.9041,0.124,86.425,57.5625,15.7347,46.236,275.95,520.65,42.8346,710.08,12.3,72.2781,710.08,343.17,517.55,82.3125,358.8,0.1283,599.82,83.5575,26.0285,72.3233,33.005,4.59,9.557,9.9801,599.82,19.4434,3.9391,2.6,76.7711,2.6,0.1283,358.3378,173.6235,11.1265,84.6,0.209,13.3312,343.17,0.1977,173.628,540.52,85.125,57.6375,9.1113,0.1308,20.3405,4.59,571.75,286.56,0.1785,0.1308,4.244,66.2179,520,46.236
82.035,488.96,85.2525,14.9041,0.1242,86.575,57.5625,15.7349,46.038,275.95,520.65,42.832,710,12.3,72.2786,710,343.14,517.55,82.2825,358.8,0.1284,599.88,83.5275,25.9405,72.3239,33.005,4.585,9.561,9.9803,599.88,19.4434,4.2734,2.5998,76.7719,2.5998,0.1283,358.51,172.8,11.1254,84.5925,0.209,13.3318,343.14,0.1979,172.802,540.48,85.1175,57.5625,9.1102,0.1309,20.3404,4.585,571.5,287.1,0.1784,0.1309,4.228,66.2178,520,46.038
82.02,488.96,85.275,14.8955,0.1243,86.925,57.5625,15.7352,45.87,276,520.59,42.8368,709.92,12.301,72.2793,709.92,343.14,517.55,82.305,358.8,0.1285,599.82,83.5125,25.836,72.3246,33.005,4.5825,9.565,9.9804,599.82,19.4446,4.2734,2.5996,76.7729,2.5996,0.1284,357.6835,173.178,11.1242,84.6,0.2093,13.3325,343.14,0.1981,173.18,540.48,85.17,57.6,9.1102,0.131,20.3403,4.5825,571.65,286.9425,0.1783,0.131,4.211,66.2177,520,45.87
81.975,488.99,85.29,14.8952,0.1244,86.15,57.525,15.7354,45.654,276,520.47,42.8495,709.92,12.301,72.2794,709.92,343.11,517.55,82.305,358.8,0.1285,599.76,83.505,25.7205,72.3252,33.005,4.58,9.57,9.9798,599.76,19.4461,4.6,2.5994,76.7741,2.5994,0.1285,358.6478,173.772,11.1268,84.6,0.2095,13.3332,343.11,0.1983,173.768,540.4,85.14,57.6,9.1096,0.1311,20.3403,4.58,571.45,286.65,0.1781,0.1311,4.19,66.2184,520,45.654
81.99,488.99,85.2525,14.8949,0.1245,86.2,57.6,15.7357,45.342,276,520.32,42.8664,709.84,12.301,72.2801,709.84,343.08,517.55,82.3425,358.8,0.1287,599.64,83.505,25.6105,72.3258,33.005,4.575,9.576,9.9805,599.64,19.4486,3.9234,2.5992,76.7756,2.5992,0.1287,358.0623,174.015,11.1269,84.6075,0.2099,13.3338,343.08,0.1986,174.02,540.28,85.0875,57.6,9.1091,0.1312,20.3402,4.575,571.4,286.965,0.1781,0.1312,4.169,66.2186,520,45.342
81.9675,488.99,85.2075,14.9033,0.1247,86.825,57.5625,15.7329,44.964,276,520.14,42.8876,709.76,12.3,72.281,709.76,343.05,517.55,82.29,358.85,0.1288,599.46,83.46,25.473,72.3264,33.005,4.57,9.584,9.9807,599.46,19.4524,3.9234,2.5988,76.7781,2.5988,0.1289,358.3723,173.529,11.1307,84.585,0.2102,13.3345,343.05,0.199,173.516,540.12,85.0575,57.5625,9.108,0.1314,20.3401,4.57,571.1,287.46,0.1781,0.1314,4.154,66.2187,520,44.964
81.9975,488.99,85.1775,14.9033,0.1249,86.7,57.525,15.7322,44.73,276,519.99,42.9058,709.68,12.3,72.282,709.68,343.02,517.55,82.3275,358.85,0.129,599.52,83.4375,25.2915,72.3271,33.005,4.565,9.593,9.9816,599.52,19.4539,3.9984,2.5986,76.7804,2.5986,0.129,358.4756,173.178,11.1283,84.6,0.2104,13.3352,343.02,0.1993,173.18,539.96,85.0875,57.6,9.1074,0.1316,20.34,4.565,572,287.2125,0.1779,0.1315,4.14,66.2196,520,44.73
82.0275,488.99,85.155,14.9033,0.1248,86.45,57.5625,15.7314,45.102,276,519.9,42.9172,709.84,12.299,72.2813,709.84,343.02,517.55,82.3125,358.85,0.1289,599.7,83.4825,25.1375,72.2771,33,4.5675,9.601,9.9813,599.7,19.4536,4.0969,2.5992,76.7799,2.5992,0.129,358.6133,173.4615,11.1283,84.5625,0.2101,13.3358,343.02,0.1989,173.46,539.8,85.05,57.525,9.1086,0.1316,20.34,4.5675,571.5,287.4375,0.1771,0.1315,4.113,66.2201,520,45.102
82.035,488.99,85.155,14.9033,0.1247,86.525,57.5625,15.7337,45.348,276,519.84,42.9251,709.84,12.302,72.2815,709.84,343.05,517.55,82.3425,358.85,0.1287,599.94,83.505,25.1705,72.2771,33,4.57,9.601,9.9814,599.94,19.4519,4.3906,2.5994,76.7801,2.5994,0.1289,358.5444,173.502,11.1254,84.5175,0.2098,13.3365,343.05,0.1987,173.502,539.68,85.1025,57.525,9.1091,0.1315,20.3399,4.57,571.55,287.01,0.1764,0.1314,4.055,66.2205,520,45.348
82.0425,488.99,85.1325,14.9033,0.1246,86.025,57.6,15.7339,45.528,276,519.81,42.9295,709.92,12.302,72.2811,709.92,343.05,517.55,82.305,358.85,0.1286,600,83.5275,25.264,72.2264,32.995,4.5725,9.6,9.9816,600,19.4514,4.6359,2.6,76.7786,2.6,0.1288,358.1656,173.259,11.1275,84.555,0.2097,13.3372,343.05,0.1985,173.264,539.6,85.125,57.6,9.1096,0.1314,20.3398,4.5725,571.3,286.8075,0.1763,0.1314,4.009,66.2201,520,45.528
82.0125,488.99,85.2,14.9033,0.1245,86.125,57.525,15.7342,45.69,276,519.81,42.9303,710,12.302,72.2806,710,343.08,517.55,82.3125,358.85,0.1286,600.06,83.5725,25.3685,72.2258,32.995,4.575,9.597,9.981,600.06,19.4506,4.0312,2.5996,76.7801,2.5996,0.1287,357.8557,173.4345,11.1276,84.5625,0.2095,13.3378,343.08,0.1983,173.432,539.6,85.1475,57.6,9.1102,0.1313,20.3397,4.575,571.45,287.055,0.1767,0.1313,4.012,66.2196,520,45.69
82.02,488.99,85.155,14.9033,0.1245,86.775,57.5625,15.7344,45.786,276,519.78,42.9348,710,12.302,72.2806,710,343.08,517.55,82.3425,358.85,0.1286,600.06,83.595,25.4565,72.2252,32.995,4.5775,9.594,9.9809,600.06,19.4504,4.0312,2.6002,76.7784,2.6002,0.1287,358.5444,174.0015,11.1277,84.57,0.2095,13.3385,343.08,0.1982,174.006,539.6,85.1025,57.6,9.1108,0.1312,20.3549,4.5775,571.7,287.145,0.1773,0.1312,4.049,66.2195,520,45.786
81.99,488.99,85.2225,14.9033,0.1245,86.475,57.5625,15.7347,45.732,276.05,519.81,42.9319,710,12.302,72.2806,710,343.08,517.55,82.305,358.85,0.1286,600.06,83.625,25.528,72.1739,32.99,4.5775,9.592,9.9808,600.06,19.4501,4.5812,2.5998,76.7796,2.5998,0.1286,358.2689,173.2725,11.1277,84.57,0.2094,13.3392,343.08,0.1983,173.278,539.56,85.1475,57.6,9.1102,0.1312,20.3554,4.5775,571.55,286.5825,0.1778,0.1312,4.096,66.2194,520,45.732
81.9975,488.99,85.1925,14.9033,0.1245,86.2,57.525,15.7349,45.69,276.05,519.78,42.9364,710,12.303,72.2806,710,343.08,517.55,82.29,358.9,0.1286,600.06,83.61,25.55,72.1727,32.99,4.5775,9.591,9.9808,600.06,19.4499,4.5812,2.6002,76.7784,2.6002,0.1286,357.9245,173.907,11.1278,84.5625,0.2096,13.3398,343.08,0.1983,173.908,539.6,85.185,57.525,9.1102,0.1312,20.3558,4.5775,571.4,287.3925,0.1781,0.1312,4.138,66.2201,520,45.69
81.9825,488.99,85.23,14.9033,0.1245,86.4,57.6,15.7352,45.534,276.05,519.81,42.9336,710,12.303,72.2806,710,343.08,517.55,82.2825,358.9,0.1287,600,83.625,25.528,72.222,32.995,4.575,9.591,9.9814,600,19.4504,4.3797,2.5996,76.7804,2.5996,0.1287,358.2689,172.8675,11.1279,84.5625,0.2096,13.3405,343.08,0.1985,172.858,539.56,85.185,57.525,9.1096,0.1313,20.3562,4.575,571.3,286.7175,0.1783,0.1312,4.161,66.2202,520,45.534
82.0125,488.96,85.2225,14.9033,0.1245,86.65,57.5625,15.7354,45.798,276.05,519.78,42.9381,710,12.303,72.2806,710,343.08,517.55,82.275,358.9,0.1286,600.06,83.64,25.473,72.1708,32.99,4.575,9.594,9.9808,600.06,19.4496,4.0703,2.5998,76.7801,2.5998,0.1287,357.959,174.0555,11.128,84.54,0.2095,13.3412,343.08,0.1982,174.062,539.6,85.215,57.5625,9.1096,0.1312,20.3566,4.575,571.85,287.415,0.1779,0.1312,4.167,66.2204,520,45.798
82.0575,488.96,85.2075,14.9119,0.1245,86.925,57.5625,15.7357,45.81,276.05,519.81,42.9352,710,12.303,72.2806,710,343.08,517.55,82.2675,358.9,0.1286,599.94,83.6475,25.517,72.1695,32.99,4.5775,9.591,9.9808,599.94,19.4509,4.0703,2.5998,76.7804,2.5998,0.1286,358.0623,173.421,11.128,84.525,0.2094,13.3418,343.08,0.1982,173.418,539.56,85.1925,57.5625,9.1108,0.1312,20.357,4.5775,571.55,286.83,0.1777,0.1312,4.146,66.2198,520,45.81
82.0875,488.96,85.1925,14.9122,0.1245,86.85,57.6,15.7329,45.786,276.05,519.78,42.9397,710,12.303,72.2806,710,343.08,517.55,82.2375,358.9,0.1286,600.06,83.6775,25.5555,72.1683,32.99,4.5775,9.591,9.9807,600.06,19.4496,4.7609,2.6004,76.7784,2.6004,0.1286,357.7523,174.015,11.1281,84.57,0.2095,13.3425,343.08,0.1982,174.02,539.6,85.23,57.6,9.1113,0.1312,20.3421,4.5775,571.1,286.9425,0.1777,0.1312,4.127,66.2197,520,45.786
82.0425,488.96,85.185,14.9124,0.1245,86.15,57.5625,15.7322,45.612,276.05,519.75,42.9444,710,12.303,72.2806,710,343.08,517.55,82.26,358.9,0.1287,599.88,83.6325,25.55,72.167,32.99,4.575,9.59,9.9813,599.88,19.4516,3.8781,2.6002,76.7786,2.6002,0.1287,358.51,173.88,11.1282,84.5475,0.2097,13.3432,343.08,0.1984,173.88,539.56,85.2,57.6,9.1108,0.1313,20.3421,4.575,571.8,286.7175,0.1779,0.1312,4.129,66.2196,520,45.612
82.02,488.96,85.1625,14.9041,0.1246,86,57.525,15.7314,45.384,276.05,519.72,42.9492,709.92,12.305,72.2813,709.92,343.05,517.52,82.2375,358.9,0.1288,599.94,83.655,25.495,72.1658,32.99,4.5725,9.593,9.9815,599.94,19.4514,4.5922,2.6,76.7791,2.6,0.1288,357.9934,173.529,11.1283,84.5925,0.2098,13.3438,343.05,0.1986,173.53,539.52,85.185,57.5625,9.1096,0.1313,20.342,4.5725,571.85,287.505,0.1782,0.1313,4.145,66.2203,520,45.384
82.0575,488.96,85.1625,14.9041,0.1247,86,57.6,15.7337,45.18,276.05,519.66,42.9578,709.84,12.305,72.282,709.84,343.05,517.52,82.245,358.9,0.1289,599.7,83.6175,25.3905,72.1645,32.99,4.57,9.597,9.9817,599.7,19.4546,3.8797,2.5994,76.7814,2.5994,0.1289,358.6478,173.394,11.1284,84.5925,0.21,13.3445,343.05,0.1988,173.39,539.52,85.1925,57.5625,9.1086,0.1315,20.3419,4.57,571.4,287.46,0.1783,0.1314,4.16,66.2212,520,45.18
82.0575,488.96,85.1625,14.9041,0.1248,86.425,57.6,15.7339,45.138,276.05,519.6,42.9667,709.84,12.305,72.2823,709.84,343.02,517.52,82.305,358.9,0.1289,599.82,83.58,25.275,72.1633,32.99,4.5675,9.602,9.9818,599.82,19.4544,3.8797,2.5992,76.7829,2.5992,0.129,358.5789,173.5695,11.1284,84.5475,0.2101,13.3452,343.02,0.1989,173.558,539.44,85.1475,57.5625,9.1086,0.1315,20.3571,4.5675,571.85,287.5275,0.1781,0.1315,4.159,66.2216,520,45.138
82.02,488.96,85.1925,14.9041,0.1248,86.1,57.5625,15.7342,45.078,276.05,519.57,42.9721,709.84,12.303,72.2825,709.84,343.02,517.52,82.305,358.9,0.1289,599.82,83.61,25.2145,72.162,32.99,4.5675,9.605,9.982,599.82,19.4551,4.1719,2.5992,76.7839,2.5992,0.129,358.0279,173.016,11.1285,84.5475,0.2101,13.3458,343.02,0.1989,173.026,539.4,85.11,57.6,9.1091,0.1316,20.3575,4.5675,571.7,286.8075,0.1778,0.1315,4.136,66.2213,520,45.078
81.9825,488.96,85.245,14.9041,0.1247,86.925,57.5625,15.7344,45.558,276.05,519.6,42.9701,709.84,12.303,72.2828,709.84,343.05,517.52,82.2825,358.9,0.1288,600,83.6475,25.1705,72.1608,32.99,4.57,9.608,9.9822,600,19.4536,4.3641,2.5998,76.7826,2.5998,0.1289,358.5444,173.313,11.1286,84.5325,0.2096,13.3465,343.05,0.1984,173.32,539.36,85.1475,57.6,9.1096,0.1315,20.358,4.57,571.7,286.695,0.1771,0.1314,4.106,66.2215,520,45.558
81.9975,488.96,85.23,14.9041,0.1245,86.9,57.5625,15.7347,45.894,276.05,519.63,42.9679,709.92,12.303,72.2824,709.92,343.08,517.52,82.2375,358.9,0.1286,600.12,83.595,25.297,72.1089,32.985,4.575,9.603,9.9816,600.12,19.4521,4.7875,2.6002,76.7814,2.6002,0.1287,358.4756,174.0015,11.1287,84.5475,0.2094,13.3472,343.08,0.1981,173.992,539.36,85.14,57.525,9.1108,0.1313,20.3584,4.575,571.4,287.1675,0.1767,0.1313,4.066,66.2209,520,45.894
81.9975,488.96,85.26,14.9041,0.1244,86.325,57.6,15.7349,46.026,276.05,519.63,42.9694,710,12.303,72.2819,710,343.11,517.52,82.2,358.9,0.1285,600.3,83.625,25.462,72.107,32.985,4.5775,9.596,9.9815,600.3,19.4494,4.3234,2.6004,76.7804,2.6004,0.1286,357.6835,174.285,11.1287,84.5625,0.2093,13.3478,343.11,0.198,174.286,539.4,85.1625,57.6,9.1113,0.1312,20.3588,4.5775,571.7,287.0325,0.1769,0.1311,4.046,66.2208,520,46.026
81.9975,488.96,85.29,14.9041,0.1243,86.45,57.525,15.7352,46.116,276.1,519.72,42.9596,710.08,12.303,72.2813,710.08,343.11,517.52,82.2,358.95,0.1285,600.18,83.6325,25.594,72.1052,32.985,4.58,9.592,9.9814,600.18,19.4496,4.7469,2.6006,76.7791,2.6006,0.1285,358.3034,173.6775,11.1288,84.5625,0.2091,13.3485,343.11,0.1979,173.67,539.4,85.2,57.525,9.1118,0.1311,20.3592,4.58,571.5,286.785,0.1775,0.131,4.075,66.2207,520,46.116
81.975,488.96,85.245,14.9041,0.1243,86.45,57.525,15.7354,46.206,276.1,519.75,42.957,710.08,12.303,72.2811,710.08,343.14,517.52,82.1925,358.95,0.1284,600.24,83.6175,25.6765,72.1033,32.985,4.5825,9.588,9.9813,600.24,19.4481,4.3453,2.6006,76.7784,2.6006,0.1285,358.0623,173.934,11.1289,84.5775,0.209,13.3492,343.14,0.1978,173.936,539.48,85.1775,57.6375,9.1118,0.131,20.3443,4.5825,571.7,287.055,0.178,0.131,4.127,66.2206,520,46.206
81.99,488.96,85.2675,14.9041,0.1242,86.65,57.525,15.7357,46.236,276.1,519.84,42.9467,710.08,12.303,72.281,710.08,343.14,517.52,82.185,358.95,0.1284,600.12,83.6025,25.7315,72.1014,32.985,4.5825,9.584,9.9813,600.12,19.4486,3.9078,2.6008,76.7769,2.6008,0.1284,358.4411,173.772,11.129,84.615,0.209,13.3498,343.14,0.1978,173.768,539.56,85.1775,57.5625,9.1118,0.131,20.3443,4.5825,571.45,287.1,0.1783,0.131,4.17,66.2206,520,46.236
81.9825,488.96,85.2525,14.9041,0.1242,86.475,57.5625,15.7329,46.236,276.1,519.9,42.9399,710.08,12.303,72.2809,710.08,343.14,517.52,82.155,358.95,0.1284,600.12,83.6175,25.7645,72.1501,32.99,4.5825,9.582,9.9812,600.12,19.4481,3.9078,2.6002,76.7781,2.6002,0.1284,358.4067,173.4345,11.1291,84.63,0.209,13.3505,343.14,0.1978,173.432,539.6,85.1325,57.5625,9.1113,0.131,20.3442,4.5825,571.8,286.92,0.1784,0.131,4.195,66.2205,520,46.236
81.9825,488.96,85.215,14.9041,0.1242,86.875,57.6,15.7322,46.218,276.1,519.96,42.9328,710.08,12.303,72.2808,710.08,343.14,517.52,82.1775,358.95,0.1284,600.06,83.64,25.7755,72.1489,32.99,4.5825,9.58,9.9811,600.06,19.4484,3.9141,2.6002,76.7779,2.6002,0.1284,358.2689,173.799,11.1291,84.5925,0.209,13.3512,343.14,0.1978,173.796,539.72,85.125,57.6375,9.1113,0.131,20.3441,4.5825,571.8,287.1675,0.1785,0.131,4.205,66.2204,520,46.218
82.0275,488.96,85.2075,14.9041,0.1242,86.05,57.5625,15.7314,46.158,276.1,519.99,42.9292,710.08,12.303,72.2807,710.08,343.14,517.52,82.14,358.95,0.1285,600.06,83.61,25.77,72.1476,32.99,4.5825,9.579,9.981,600.06,19.4481,4.0422,2.6002,76.7776,2.6002,0.1284,357.8212,173.907,11.1292,84.5775,0.2091,13.3518,343.14,0.1978,173.908,539.76,85.14,57.6,9.1113,0.131,20.344,4.5825,571.55,286.965,0.1784,0.131,4.206,66.2203,520,46.158
81.99,488.96,85.1775,14.9041,0.1243,86.55,57.6,15.7337,46.068,276.1,519.99,42.9292,710.08,12.303,72.2805,710.08,343.14,517.52,82.1325,358.95,0.1285,600.06,83.565,25.759,72.1464,32.99,4.5825,9.579,9.9809,600.06,19.4479,4.6516,2.6002,76.7774,2.6002,0.1285,357.7179,174.0555,11.1293,84.6075,0.2092,13.3525,343.14,0.1979,174.062,539.76,85.1475,57.5625,9.1113,0.131,20.344,4.5825,572.05,287.325,0.1784,0.131,4.204,66.2202,520,46.068
81.975,488.96,85.1775,14.9041,0.1243,86.225,57.5625,15.7339,45.948,276.1,519.99,42.9292,710.08,12.302,72.2804,710.08,343.11,517.52,82.1475,358.95,0.1285,600,83.565,25.7315,72.1451,32.99,4.58,9.58,9.9809,600,19.4484,4.6516,2.6,76.7779,2.6,0.1285,358.51,173.664,11.1294,84.6225,0.2093,13.3532,343.11,0.198,173.656,539.76,85.1325,57.5625,9.1108,0.1311,20.3439,4.58,571.95,286.74,0.1784,0.131,4.201,66.2201,520,45.948
81.9825,488.96,85.2075,14.9041,0.1244,86.375,57.525,15.7342,45.834,276.1,520.02,42.9255,710.08,12.302,72.2803,710.08,343.11,517.52,82.14,358.95,0.1286,599.94,83.5275,25.682,72.1945,32.995,4.58,9.581,9.9808,599.94,19.4491,3.9719,2.6,76.7779,2.6,0.1286,357.7523,173.205,11.1295,84.645,0.2093,13.3538,343.11,0.1982,173.194,539.8,85.155,57.6,9.1108,0.1311,20.3438,4.58,572,287.2125,0.1784,0.1311,4.198,66.2201,520,45.834
82.0275,488.96,85.17,14.9041,0.1245,86.7,57.6,15.7344,45.72,276.1,520.05,42.9217,710,12.302,72.2808,710,343.11,517.52,82.1925,359,0.1286,599.88,83.52,25.6215,72.1939,32.995,4.5775,9.583,9.9807,599.88,19.4501,4.5906,2.5998,76.7786,2.5998,0.1286,358.5789,172.9485,11.1295,84.675,0.2094,13.3545,343.11,0.1983,172.956,539.8,85.1475,57.5625,9.1108,0.1312,20.3437,4.5775,571.95,287.4375,0.1783,0.1311,4.189,66.22,520,45.72
81.99,488.96,85.1925,14.9041,0.1245,86.425,57.5625,15.7347,45.642,276.1,520.02,42.9253,710,12.302,72.2808,710,343.08,517.52,82.2225,359,0.1287,599.88,83.5125,25.5555,72.1933,32.995,4.575,9.586,9.9814,599.88,19.4506,4.5906,2.5998,76.7789,2.5998,0.1287,358.2345,173.4075,11.1296,84.66,0.2095,13.3552,343.08,0.1983,173.404,539.84,85.1475,57.5625,9.1102,0.1312,20.3437,4.575,571.85,287.4375,0.1781,0.1312,4.177,66.2199,520,45.642
81.99,488.96,85.1475,14.9041,0.1246,86.3,57.6,15.7349,45.516,276.1,519.96,42.9327,709.92,12.302,72.2814,709.92,343.08,517.52,82.2225,359,0.1287,599.82,83.4975,25.5005,72.1926,32.995,4.575,9.588,9.9815,599.82,19.4519,4.0359,2.5996,76.7799,2.5996,0.1287,357.7868,173.691,11.1297,84.6225,0.2097,13.3558,343.08,0.1985,173.698,539.8,85.1325,57.5625,9.1102,0.1313,20.3436,4.575,571.7,286.65,0.178,0.1313,4.161,66.2198,520,45.516
82.005,488.96,85.17,14.9041,0.1247,86.15,57.5625,15.7352,45.33,276.1,519.87,42.9441,709.92,12.302,72.2815,709.92,343.05,517.52,82.185,359,0.1288,599.94,83.5125,25.44,72.192,32.995,4.5725,9.592,9.9817,599.94,19.4511,4.4344,2.5994,76.7811,2.5994,0.1288,358.3723,174.042,11.1298,84.6525,0.2099,13.3565,343.05,0.1987,174.034,539.76,85.1325,57.6,9.1091,0.1314,20.3435,4.5725,571.25,286.65,0.178,0.1314,4.148,66.2205,520,45.33
82.0425,488.93,85.1925,14.9041,0.1248,86.925,57.6,15.7354,45.078,276.15,519.78,42.9559,709.84,12.302,72.2823,709.84,343.05,517.52,82.2,359,0.1289,599.82,83.5125,25.363,72.1914,32.995,4.57,9.596,9.9819,599.82,19.4529,4.4344,2.5992,76.7826,2.5992,0.1289,357.7179,173.4885,11.1298,84.6225,0.2101,13.3572,343.05,0.1989,173.488,539.64,85.08,57.6,9.1086,0.1315,20.3587,4.57,571.65,286.6725,0.1781,0.1314,4.141,66.2214,520,45.078
